userid,movieid
40935,4011 7361 1584 4886 778 3948 1307 1917 2502 5669 3949 3114 62 1608 2987 4896 2194 11 5218 1370
3733,33794 2692 1222 54286 750 8949 5669 1208 40819 49530 38061 47610 1246 6953 35836 45722 39292 8873 8950 8622
41151,5902 5669 4022 5945 1246 44195 265 3148 5015 5878 4641 8958 41285 6218 4903 3983 46976 5673 5299 8981
41196,4011 1258 2692 4027 2542 1208 1080 5669 3897 3481 4995 1682 6539 6377 2700 5445 4886 5989 2324 8874
8673,2692 4034 2324 1500 3052 1645 3147 1552 337 442 2791 1747 2321 1219 6016 1639 1215 4246 1183 4963
41245,4886 3114 750 7361 1961 904 908 3897 923 1208 5989 1394 1278 1304 1252 6874 1246 8360 8665 1242
5195,1339 1994 4886 3471 1258 1321 2393 4643 2273 8961 8360 2278 1206 7254 7143 2826 34405 1037 1345 4148
41313,6874 32587 33794 7438 2329 2502 7361 44191 4886 1732 5349 5445 1206 48780 58559 46578 2918 1222 45722 6333
41363,1222 48516 1732 3160 1225 2291 4235 7438 4034 36 904 1090 5618 8784 33794 1247 903 58559 1784 27773
41724,2012 5378 6365 1676 6539 1544 4886 4963 1374 442 1376 6934 4022 5218 6377 1909 8360 2115 3948 6537
41731,7361 1148 6711 745 2324 8961 8949 46578 5995 1208 1961 923 1246 300 1223 2692 39183 5902 3751 912
679,"I n t 6 4 I n d e x ( [   4 9 6 3 ,   4 8 5 1 6 ,       7 7 8 ,   3 3 7 9 4 ,     3 2 7 5 ,   4 9 2 7 2 ,     7 4 5 8 ,     7 0 9 0 ,   5 8 5 5 9 , 
                           4 3 0 6 ,     5 2 1 8 ,     1 2 0 8 ,     4 2 6 2 ,   5 6 1 7 4 ,     7 1 4 7 ,         4 7 ,       7 8 0 ,   4 9 5 3 0 , 
                           1 8 8 4 ,     6 3 7 7 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
41520,4973 1219 48774 5995 7147 8464 750 2712 1090 35836 3535 27773 2692 39183 54286 3176 5418 1407 49530 5445
42011,4973 4878 2329 6711 3897 1246 2502 8784 7153 1206 4979 1968 6874 750 46578 6016 7438 2692 5902 5669
42066,5989 1917 48516 2617 3948 4878 6502 1517 2 1573 2291 3114 48394 48774 34405 2329 8874 41569 48385 5010
7149,33794 6711 4011 2542 1199 6016 46578 1127 969 1276 2599 6333 8665 8368 3081 1485 1356 33166 474 104
42102,6377 44191 2000 4878 2329 3114 49272 2194 1653 3052 3623 2542 5218 48516 45722 5989 7361 1968 5459 2355
42111,32587 48516 6874 7438 8874 1206 1653 5618 55820 7153 46578 3000 34405 54286 750 3949 59315 56367 8961 4011
42118,7153 48516 49272 6539 6874 48780 7438 54286 55820 5418 48385 8665 59315 7361 40815 6934 54272 1961 1080 33166
42190,1246 8961 33794 4973 4011 1968 1653 4022 3897 508 8636 1208 2115 2012 3052 2324 2174 6333 16 2700
42225,6539 6377 6333 2502 3175 2329 4973 2115 2291 5816 2916 1653 7361 1676 1206 104 45722 4027 1784 3408
3699,1682 8961 1517 1206 8360 2700 4973 2115 778 3897 6934 2918 4262 2012 45722 44195 2916 1625 3275 3753
6398,7153 2329 6539 4963 7361 3147 48516 1961 2502 44191 5349 4886 2918 8636 8360 8665 2115 1682 33166 4011
40235,6874 7438 2329 48516 4011 5349 48780 33493 54286 8665 46578 3147 8874 2542 2502 8368 56367 1682 51255 33166
42321,33794 44191 7153 49272 48516 6539 4963 48780 8636 33493 6365 45722 58559 5445 8360 7143 2329 6934 6333 6377
42339,750 1208 1148 1222 2692 1233 5618 1080 7361 3000 912 2542 1262 1250 32587 778 1090 48394 7438 2329
42414,6539 33794 4886 6874 7438 8360 32587 44191 3114 6365 1682 1961 2706 1610 2355 4022 45722 4011 4878 6934
42432,1997 4995 46578 2692 1201 2712 6539 8874 1263 5618 30749 1246 44195 1653 555 8464 1407 2700 4027 5902
41441,1079 904 1225 750 1258 1206 908 1199 1288 1387 1394 913 1259 2019 778 1201 3751 2987 1230 1246
35107,2081 2355 7153 33794 5989 1022 6942 2080 4995 4963 1259 7361 5418 953 8665 596 35836 1282 1088 34162
15310,8961 6539 32587 2692 6377 2329 4886 4011 1653 44191 2542 7147 2502 5669 4995 8874 4027 7090 48516 1732
42621,912 4973 1208 6874 7438 1219 1206 908 8961 1201 923 1304 1250 1262 6539 1258 913 2019 903 6711
42626,3949 6016 46578 4027 3052 48780 4995 6870 2599 44195 8798 750 55820 30707 1921 8464 30749 6863 5995 6953
8168,1262 1234 2947 36 1276 1961 2268 3363 1090 969 1204 1201 1208 1263 1233 1784 2949 1302 2302 4085
42842,750 4973 1206 6711 913 2710 4878 1259 1225 1222 968 1201 922 6377 1207 2291 32587 1267 2186 1248
706,"I n t 6 4 I n d e x ( [ 3 0 8 1 0 ,     3 4 8 1 ,     1 2 5 8 ,         3 2 ,     2 7 0 0 ,       2 3 1 ,     4 8 8 6 ,     1 1 9 9 ,   4 8 7 7 4 , 
                           2 3 2 1 ,     5 6 7 3 ,     2 5 4 2 ,     1 2 0 8 ,     2 7 1 2 ,     3 9 4 8 ,     1 5 1 7 ,     2 0 2 8 ,     6 0 1 6 , 
                           3 7 9 3 ,     1 7 8 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
37164,1374 1573 2011 33794 2167 3081 3147 32587 1625 1391 1645 1375 4896 172 968 4963 7143 5816 2710 1129
10987,7153 6377 6539 1968 2804 5349 2797 7361 2355 8636 33794 1610 1517 4963 2395 6333 2791 2987 2706 8360
30210,33794 6874 8665 3147 4878 4011 2502 48780 54286 48394 1682 1222 7143 1961 7147 2918 2115 8784 5378 35836
26457,7153 8961 3114 3481 4878 1784 2355 7438 1517 1206 1307 7147 48516 33794 1258 8360 4034 1079 2329 6016
43053,2329 1653 7361 4011 2268 4022 8636 4886 8961 1573 32587 1517 3994 3897 6711 8360 2916 7147 1485 4027
43155,6874 7438 7361 32587 8961 5418 2329 44191 4878 48516 4886 8636 49272 5349 5989 6333 8665 6711 48394 48780
23356,4886 4963 1080 1222 8360 750 1997 2987 2542 1682 1748 3081 8368 4995 2706 1220 1208 551 6016 2657
1823,"I n t 6 4 I n d e x ( [     5 8 8 ,       5 9 5 ,     3 7 9 3 ,     8 6 3 6 ,     5 3 4 9 ,     6 3 6 5 ,       5 0 0 ,         4 8 ,       3 6 7 , 
                           6 5 3 9 ,         3 4 ,       4 8 0 ,       4 5 4 ,     6 9 3 4 ,       5 8 7 ,       7 8 3 ,     5 3 7 8 ,     8 3 6 0 , 
                         3 3 4 9 3 ,   3 3 7 9 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
24243,7361 8961 6874 6377 7438 4878 33794 2692 6539 2329 32587 3000 2502 4886 3114 48394 2019 1148 6711 48516
43505,1302 1246 3753 1242 1090 3408 3510 1271 3916 1225 2694 4019 1293 524 4022 2881 2688 2268 2605 3298
30569,5989 6378 4022 4011 5010 3052 551 3147 1022 4878 6537 2987 1029 8874 7254 4016 2700 6188 1485 35836
31934,2916 5378 1961 1372 5989 1375 1517 3147 7361 2502 1676 6874 6934 1968 7143 2706 912 3527 2985 1101
43582,7153 8636 2081 8368 1682 2012 1517 2294 19 6365 4896 653 745 1391 2000 33493 48 551 145 6874
43589,54286 2706 6016 6711 4995 8636 3147 30707 45722 46976 6365 6333 36529 54272 3253 34405 6863 1288 45499 7254
25737,7153 33794 8961 5445 5418 3147 5669 48780 1222 1258 8784 2324 2502 4886 55820 30707 8665 1784 2542 3408
43629,1307 1259 5445 4963 1682 6333 1584 2011 1387 1225 1101 2012 2268 1302 2000 2324 2502 1917 1258 912
43666,33794 5349 6333 4878 7361 8665 33493 5816 48780 7147 4896 8874 2502 54286 6502 40815 58559 1517 6378 3275
43304,750 923 2324 1219 1247 1207 300 7361 1584 1961 908 1641 508 1234 30707 3114 6377 1252 1278 337
34113,4886 1080 6377 5445 3114 4896 6365 778 8961 1246 2012 2355 1079 4022 2115 5816 3408 5378 2987 6333
44106,44191 48516 2355 2329 6365 5989 1968 2797 4995 58559 54286 1732 2916 4973 1258 6934 56367 55820 2804 59315
9549,44191 7438 7143 51662 1917 7458 2617 34048 3147 3753 5445 3052 4262 2542 44199 2539 1784 8361 5502 7445
21296,2268 1673 2599 628 1215 6377 1374 1968 1500 3671 3418 2395 1645 2167 3448 1060 3362 1092 4975 2947
32285,1080 4011 1917 5218 6807 1249 3785 4720 3753 3471 1994 4901 173 2105 1333 5266 2699 3535 6157 3275
3866,3471 1304 3897 1090 1250 1234 4886 3949 912 778 2329 7438 2542 4963 7361 1276 1247 923 3160 1230
44466,6539 8961 1220 4886 1356 6333 1304 2947 2194 1206 1199 1278 2640 8360 1204 4963 5060 4027 2968 4973
34143,5989 6377 4886 1732 2291 1208 4896 3052 5502 4975 8622 1917 1625 5218 1258 8949 5956 46578 4246 48394
44480,1278 4027 3175 914 1573 1917 1258 2671 1199 953 1234 5991 5378 2968 1777 440 1304 2006 3527 4034
44484,8961 4995 8636 8368 5418 5349 5445 8665 6874 5816 7438 4896 30707 48516 8970 40815 49272 8784 32587 33493
21336,1206 1203 1080 508 1222 1267 2194 1370 3948 3683 2000 1284 6620 3911 2076 2174 6502 2640 47610 509
44644,44191 48516 7438 49272 4878 48780 51662 7361 48394 58559 48774 8961 54286 51255 46578 2502 2329 33493 34405 4011
44699,1206 3147 1208 1584 2710 6377 1968 1573 2470 1307 3408 1183 1485 1219 6807 5349 3949 1407 17 1610
44727,49272 48780 1682 46578 1127 44665 46976 6373 44195 53996 30707 48385 1148 8972 3753 5010 745 6874 52973 2012
17131,1079 7361 497 4014 509 778 1188 7153 1569 5618 6377 6016 8961 1680 1028 708 1246 4027 4878 3481
44832,44191 1517 1206 1682 5989 48780 49272 48394 750 3897 7147 48385 8874 55820 4011 30707 54286 8622 4027 51662
21146,2987 3408 3897 912 1222 3751 4027 1394 2640 1080 1252 1262 3418 2804 1204 920 904 1233 2871 1242
44899,1374 1376 1356 3175 1584 2529 3471 1375 1372 2011 2640 2105 3033 1371 594 1282 2021 2393 2080 1028
44901,5349 6333 7361 44191 6874 32587 1907 7438 1682 1282 48516 4995 1517 551 46578 7147 7143 3147 1029 1961
45004,7153 48516 5418 8665 8636 48780 2918 5349 4995 1380 51662 54286 33493 48394 1784 4886 7147 2329 44195 48385
45054,1080 4011 551 32587 3253 1784 1391 2542 104 3147 7153 1673 6365 6539 1997 235 1639 2003 180 5445
45066,1206 1961 3481 2542 2011 8961 750 2692 33794 8636 1673 6333 2 44191 1307 33166 2000 3751 1729 8665
45087,1584 1610 5445 1968 1225 2706 4027 2804 2 6365 44191 2115 1641 1917 1259 1080 1207 2268 720 2302
45128,32587 33493 45499 48774 8360 8961 34048 6333 7143 5218 44665 51255 48394 41569 35836 34162 48385 7153 56367 53996
38194,1682 1246 508 1307 2291 1997 4963 2985 1625 3253 70 1954 1485 370 4034 1552 2640 4995 1225 1645
45159,7153 6539 6377 4963 6874 5349 5418 5445 33794 7438 8636 6333 2706 6365 32587 5989 8665 2329 2502 33493
45281,6539 33794 32587 6377 5418 8961 5445 5349 8360 7361 8636 2329 8665 4011 6333 33493 5989 4878 51662 54286
17399,474 1961 1225 2987 1304 2640 337 903 1234 1732 1517 265 1275 3448 1682 1358 62 3039 3114 3671
45394,48516 1732 7153 8636 30749 56367 40819 4027 33493 41569 8970 3949 30812 51662 41997 6333 34048 30810 37733 39183
45456,1784 8360 3408 8368 4896 497 1035 5816 1584 1258 1220 5418 1610 8636 953 17 2987 30707 440 3418
45458,6874 778 1219 4886 1682 8360 4963 7438 1997 5218 1220 32587 2011 1208 6333 1961 5378 551 1246 3081
45473,48516 4011 8874 4878 48780 5989 7254 7361 2329 6537 1682 48774 2174 1917 5502 7147 8798 3114 3623 30793
45504,6874 7438 5349 6333 8360 6365 2542 1610 7143 2502 1222 778 48780 8368 2353 51662 6711 1732 33166 7147
6825,7153 6539 8961 3948 33493 3052 48385 6365 34162 48774 45722 4886 1682 3253 1222 6934 4027 8644 8798 4262
45668,750 908 904 1304 1204 1219 1252 1250 1207 1278 5060 1199 1233 1208 1387 1206 1356 1276 1230 2019
45752,1225 1080 904 1394 5349 908 1207 2502 2692 440 2791 1517 1610 923 5445 3911 8636 1282 838 3052
45811,1584 1653 1127 8360 8368 3114 8665 7143 2985 4022 5989 2355 2167 2105 3977 1748 1275 3751 2529 1876
45859,5418 2918 3114 6377 1374 4896 1370 4995 1653 2987 1917 8636 1500 2012 3623 474 2985 4022 5989 1307
41913,912 923 1206 4027 913 1252 2599 1258 2987 5445 1207 3949 922 3911 3471 2329 1288 2291 4995 4963
45972,1220 6539 4886 4995 3147 1201 1148 1552 1722 8961 3418 1954 2470 368 2406 2006 1304 5349 1408 1917
4861,5349 4886 5445 8636 1584 2916 6333 2115 1653 48394 58559 48774 1391 46578 1206 45499 56367 55820 51255 1320
46154,4973 912 6377 6016 1208 33166 30749 923 7438 1207 4878 2692 44191 49272 2502 48780 7147 5902 4886 5669
46305,1148 745 4973 1223 7153 912 2692 2355 1225 7361 2324 720 17 1961 2761 2987 33794 3751 62 6377
46320,1304 1208 1090 1250 3471 1272 2115 1287 3527 1204 1278 1275 1129 1242 1953 1101 1372 1079 3421 969
9880,3114 3147 2115 1380 3081 7438 2 5669 3408 6711 5618 4014 1784 4720 2324 353 8961 1032 2692 1225
46351,5299 4995 8970 4963 7147 8464 5669 6378 6565 33493 8622 49272 4246 48516 44191 7438 45722 6708 8958 44195
46425,4979 1101 5013 3418 8622 33166 5945 3176 8464 912 6863 1234 5225 3916 1358 6378 39183 1304 4720 3471
46462,7361 4886 6333 4878 8360 33493 5418 49272 48516 1148 2502 8665 2918 46578 5378 745 1653 6934 6711 5989
46504,6874 7438 6539 33794 2329 4886 6016 44191 2502 8360 2692 5669 49272 5349 8636 48394 5618 33166 778 3897
46645,750 2916 1748 2105 1909 3175 2529 1396 2968 1544 2407 1917 2455 2140 1876 1215 1129 4370 1921 3994
46813,1573 4011 1220 4995 7254 474 4896 1377 1645 1909 48385 48774 3081 173 3408 163 1690 3275 5903 8957
43159,778 1222 6711 1247 6016 1172 2692 307 4848 1252 5618 2324 3949 2712 1175 1244 1090 1220 4235 903
37460,1304 1234 1252 1230 5060 1233 2289 750 1278 1288 1199 1394 1094 1276 1247 800 1179 1077 1208 1965
47491,32587 4995 8665 5989 6365 33493 8368 6711 46578 54286 3147 7147 7143 51662 33166 48394 58559 40815 1682 6934
10274,6539 1199 4963 1225 4308 8784 5377 1653 1961 1201 4014 6807 923 2502 1921 2712 32587 5349 2019 3052
47655,353 1748 4878 555 1206 1222 2329 1653 1732 2502 4011 2542 2692 163 1921 2395 1274 553 1199 198
47708,4011 1682 4963 4995 1222 33794 4973 7361 1258 2291 5349 3949 1653 1206 1784 8961 1208 49272 2115 7143
47727,912 1219 923 1304 903 1230 1208 1247 1234 1250 1278 4973 5060 1267 2019 1262 1276 1201 1207 1233
47740,3408 1242 7143 5218 1203 2006 2353 1028 474 2640 1231 832 5464 908 5377 1183 300 914 1358 2763
47859,2174 1376 1127 8368 1610 8665 3033 44191 32587 3751 1215 1259 40815 1375 2194 7143 1372 2081 2 2700
47920,33794 2502 48780 55820 56367 33493 8636 59315 1080 45722 8360 6333 1208 3275 5989 34405 7090 49530 8784 30749
47937,1374 750 1199 1148 1222 1225 1080 1961 1215 3703 1372 1375 2019 3702 8636 745 4896 7438 4973 2167
36026,7153 1968 8961 6539 6711 4878 4963 1517 4886 2692 1732 2804 4995 5445 32587 750 2700 2599 8636 3481
37863,1233 2502 48774 8949 1219 3481 2355 2291 2395 1288 1079 1201 4011 40819 5418 2712 1228 39183 3471 51255
30421,4896 5816 6874 3948 3300 1625 3408 1101 4367 3175 1356 8368 5254 32587 7458 6502 7438 8665 4223 3624
48212,2329 6539 5349 49272 1917 2353 4878 2000 6333 1961 3753 104 6365 48780 4973 58559 1485 1127 1259 1307
48268,33794 49272 48780 48774 58559 8961 6874 44195 6016 30707 4963 51255 59315 5989 4011 46976 3147 50872 4973 6539
48277,2080 1035 7361 8636 2987 6874 1148 7438 2294 5989 1380 3000 745 2329 914 158 4308 1967 2139 317
48296,48516 49272 46578 44191 56367 33794 48394 54286 48774 55820 45722 32587 44195 33166 50872 46976 54503 47610 8961 2355
48313,8636 8665 8368 6016 5669 45722 30749 54286 5816 58559 8970 8874 8622 6934 40819 2918 6870 2115 3147 3949
48333,1307 1276 6539 2599 3911 1233 1292 1500 2502 4995 1387 2804 2194 745 33794 2947 1674 4878 1228 1256
48494,4034 1610 5445 3753 2916 1090 1645 3897 555 1387 1222 1092 2542 1407 3256 508 1408 1258 3418 1682
48506,8961 720 5349 8636 1079 2987 551 33794 4963 6333 1682 4973 5445 3147 1517 4995 5418 5618 5989 1220
43978,6874 2174 7438 1968 48516 551 1222 33493 2011 1246 2700 1288 2502 46578 48780 778 8368 1394 1275 40815
44375,1387 778 1748 1275 1307 4973 2288 2291 5349 904 6333 1676 5618 1682 8636 6502 44191 1234 741 1994
48575,6874 4878 33794 8961 6016 778 2542 5445 1208 48516 6711 2692 1732 4886 4963 8874 5418 7147 2502 6502
48656,6539 5349 4886 6377 4963 8636 8360 5218 8961 5418 32587 33794 3081 4878 4011 4720 2167 2617 6502 7143
18371,3114 8360 44191 49272 6711 4995 8665 1028 33493 1022 30749 30707 1035 4878 54286 58559 48385 1029 8949 6016
29379,4011 33794 2542 1206 1610 8961 2502 6377 1258 5989 3949 1090 4886 1246 2692 46578 2000 4262 1220 2700
48940,1222 2194 3421 2502 2791 1079 3552 4085 3897 2947 1259 1394 1090 3039 4034 1732 3527 555 2406 1208
49093,6874 2329 7438 4011 6539 51662 1258 48780 1584 4995 3994 3949 7361 8636 2502 3081 1676 2011 2985 2542
48281,2353 1573 1370 3147 1917 1625 3948 2115 33794 3753 1954 2706 5010 7143 48780 2329 2194 44191 3623 34162
49166,6377 8360 4995 5989 2706 8368 3147 7143 2329 2115 49272 4011 6934 40815 45722 3623 4878 1610 34162 2355
22331,6539 4995 8961 2081 4973 5989 1029 5418 1282 5349 5445 1246 5816 48 6711 1961 6874 1682 5995 8665
49319,2355 720 2700 922 953 2186 1282 2712 1230 7090 2324 3435 899 1748 3471 2791 920 4848 5669 2761
49400,17 778 1206 337 497 515 235 2324 232 3160 2291 3751 1175 1148 2712 1225 745 2710 7361 194
49444,1222 8961 1732 34162 45499 4262 16 1259 2797 1391 1485 54272 40815 6373 3175 2194 5816 8368 6016 353
34798,33794 46578 48780 7361 51662 48774 5418 8665 8636 51255 33493 8360 40815 1028 4878 47610 30749 44665 8874 45499
44982,44191 32587 51662 48780 58559 6874 4011 7438 4963 48394 8961 56367 6539 51255 46578 33493 45722 8636 44195 2502
49630,7254 3717 48394 1917 33166 55820 8529 8528 8957 44195 5903 31696 3977 2353 8874 3275 3994 6281 2167 5254
18444,2329 6874 7438 32587 2542 7153 750 48516 44191 3481 2918 8874 48774 49272 48780 3052 5669 4979 1201 3897
49715,33794 8961 48516 44191 49272 46578 48780 6377 33166 45722 8360 40815 48394 3114 56367 8368 508 2355 48774 51662
13620,17 778 265 2291 1094 300 1396 1101 440 1358 1625 920 1608 62 1079 3147 1777 953 1747 1127
49872,1148 33493 594 5378 745 551 5418 5445 596 32587 8665 7143 44191 2115 158 1517 520 661 5618 49272
7893,1653 3081 3175 1148 7438 1732 741 3949 745 48780 4720 912 4973 7147 3481 1625 5679 2140 29 58559
49983,1394 1641 1784 1302 5349 1288 1682 1674 3421 2248 1584 8368 3175 3255 1356 2657 4995 2324 4963 4014
49941,7438 4963 4886 2329 8368 8665 4896 5816 2291 3949 30707 4011 7143 8784 1517 3408 1206 48516 46578 5618
50194,33794 5445 5418 5378 33493 4963 4011 51662 4878 6537 49272 8665 3994 8874 3081 5502 4896 7373 1206 3300
10669,4011 2542 4034 1080 6016 5618 44191 1653 49272 1208 4022 2710 2324 3994 3052 2987 4308 1729 8874 551
50453,7361 2355 551 3114 2291 914 2329 2918 1207 1907 1380 4878 2324 899 48 1968 6874 783 2005 920
50454,1269 930 1086 3435 1252 915 2019 940 3114 3196 931 1584 1944 945 1304 1376 5060 1356 3462 1178
50493,6539 5218 1608 5378 4886 7254 1676 5010 4369 3948 1645 3147 5679 8961 6281 3300 4901 2115 45722 4018
50500,4878 4011 1732 1682 5669 750 4027 1246 2700 2324 741 551 44191 7147 2174 1225 1079 5995 1274 1748
42482,1682 2115 7143 58559 33166 17 4022 1035 8798 55820 1573 56367 59315 1206 33004 2916 54272 35836 3717 56174
50579,48780 48774 4878 33493 8665 35836 8874 44665 2918 54272 34162 5445 6365 6016 46976 4995 8360 45499 3949 3275
50670,4886 912 8636 3949 8360 56367 3897 8665 5669 5618 1258 30707 54286 5349 3481 48385 8949 33493 8464 2324
30501,5445 6874 7438 2355 5816 6333 7361 32587 5378 2502 3408 6711 44191 4027 7147 49272 2012 45722 6934 2115
50722,6333 33493 5445 6874 49272 5989 32587 4995 7438 7361 6365 2706 51662 5378 48780 7143 8644 35836 2918 6934
50776,6874 778 7438 1208 32587 2542 1206 2502 7361 1090 2706 4262 1732 6016 4973 33794 6539 1080 1517 5418
50833,46578 7361 6016 48780 48774 49272 44195 58559 44191 33166 3949 1022 54286 32587 4878 6711 1028 8784 30749 2080
50894,2011 2918 2000 2916 1682 1246 1917 1356 2268 1259 1573 1517 7153 3147 5445 1954 2407 2001 6539 1608
50983,6539 6874 7361 8360 4973 5418 8368 4995 33493 44191 2329 8665 5816 6365 4896 40815 2502 6711 7147 2355
36638,1784 2324 1250 1276 1220 969 920 4886 6711 1374 1293 904 1272 3751 4034 1233 3418 6539 2355 3448
1782,"I n t 6 4 I n d e x ( [   1 1 9 6 ,     1 2 2 3 ,     7 3 6 1 ,       7 2 0 ,     1 2 9 1 ,       5 4 1 ,       2 9 6 ,     1 2 4 0 ,     1 3 2 0 , 
                             8 5 8 ,     1 6 1 7 ,     2 3 2 9 ,       5 9 3 ,   4 8 5 1 6 ,   4 8 3 9 4 ,     4 8 7 8 ,     3 9 4 9 ,     1 1 2 7 , 
                           1 1 9 3 ,       6 4 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
3732,6377 6874 32587 7438 44191 3147 1961 1917 46578 4878 4022 33166 1222 2502 5816 4896 48385 5218 45499 2918
51202,7153 5418 8665 5445 4963 45722 7143 44191 5989 6373 49272 5459 6537 1517 1682 6863 745 5502 7373 2617
25359,1220 750 5060 1276 920 1262 1968 1203 1231 2406 899 2987 1293 1228 1272 1084 6377 1299 4886 3471
9407,8961 4878 1732 3897 4979 551 4995 3481 1653 1258 2804 7147 1500 2115 1288 4034 3911 33794 5418 1206
38142,8961 44191 48516 5418 4878 4886 2329 8360 5349 8665 46578 6333 2502 5989 48780 8368 6711 4011 33166 45722
48815,750 913 1208 1262 1222 2692 1219 745 4973 1267 1732 5618 1207 1284 910 2194 3000 2278 1247 1254
51771,6539 49272 6365 1732 48394 8874 48774 54286 3897 58559 4027 7143 6502 30749 35836 1222 45722 8368 6934 3481
51847,923 1206 2115 1259 1207 2194 1307 5349 1682 1262 2329 2324 3897 8636 2268 3114 5618 3471 2640 1080
18508,6539 3114 1148 1374 2353 4963 2000 5418 8636 1573 2947 1917 1676 8360 2194 2406 2763 2987 2640 1376
51959,4995 3114 6365 7361 1682 7143 6934 6378 2115 48516 41566 1917 1517 5299 51662 2617 6373 3751 3408 46578
2030,7153 7438 32587 33794 48516 7361 4878 44191 4963 2502 49272 5418 778 48780 3949 54286 48394 4973 3147 1732
52197,2329 7361 49272 4963 46578 48394 44195 3160 48385 8961 1954 2000 1246 4027 2502 2916 555 3897 1370 44199
11153,49272 33794 32587 48780 48394 58559 33166 44195 49530 2329 44199 6016 35836 4878 8665 55765 52973 54272 30749 7153
52544,1610 1247 6377 1225 1276 2302 1262 1673 474 1233 2321 8636 16 3751 1387 1945 3362 720 1231 553
